time_sec,frame_index,event,count_line_id,track_id,class,entry_zone,exit_zone,queue_zone_id,queue_count
459.0,153,class_snapshot,,,truck,,,,5.0
462.0,154,queue_snapshot,,,,,,S_queue,0.0
462.0,154,queue_snapshot,,,,,,E_queue,0.0
462.0,154,queue_snapshot,,,,,,N_queue,0.0
462.0,154,queue_snapshot,,,,,,W_queue,1.0
462.0,154,class_snapshot,,,truck,,,,7.0
462.0,154,class_snapshot,,,car,,,,1.0
465.0,155,queue_snapshot,,,,,,S_queue,0.0
465.0,155,queue_snapshot,,,,,,E_queue,1.0
465.0,155,queue_snapshot,,,,,,N_queue,0.0
465.0,155,queue_snapshot,,,,,,W_queue,1.0
465.0,155,class_snapshot,,,truck,,,,3.0
468.0,156,queue_snapshot,,,,,,S_queue,0.0
468.0,156,queue_snapshot,,,,,,E_queue,0.0
468.0,156,queue_snapshot,,,,,,N_queue,0.0
468.0,156,queue_snapshot,,,,,,W_queue,1.0
468.0,156,class_snapshot,,,truck,,,,4.0
471.0,157,queue_snapshot,,,,,,S_queue,0.0
471.0,157,queue_snapshot,,,,,,E_queue,0.0
471.0,157,queue_snapshot,,,,,,N_queue,0.0
471.0,157,queue_snapshot,,,,,,W_queue,2.0
471.0,157,class_snapshot,,,truck,,,,5.0
474.0,158,queue_snapshot,,,,,,S_queue,0.0
474.0,158,queue_snapshot,,,,,,E_queue,0.0
474.0,158,queue_snapshot,,,,,,N_queue,0.0
474.0,158,queue_snapshot,,,,,,W_queue,0.0
474.0,158,class_snapshot,,,truck,,,,5.0
477.0,159,queue_snapshot,,,,,,S_queue,0.0
477.0,159,queue_snapshot,,,,,,E_queue,0.0
477.0,159,queue_snapshot,,,,,,N_queue,0.0
477.0,159,queue_snapshot,,,,,,W_queue,0.0
477.0,159,class_snapshot,,,truck,,,,4.0
477.0,159,class_snapshot,,,car,,,,1.0
480.0,160,queue_snapshot,,,,,,S_queue,0.0
480.0,160,queue_snapshot,,,,,,E_queue,0.0
480.0,160,queue_snapshot,,,,,,N_queue,0.0
480.0,160,queue_snapshot,,,,,,W_queue,0.0
480.0,160,class_snapshot,,,truck,,,,3.0
480.0,160,class_snapshot,,,car,,,,1.0
483.0,161,queue_snapshot,,,,,,S_queue,0.0
483.0,161,queue_snapshot,,,,,,E_queue,0.0
483.0,161,queue_snapshot,,,,,,N_queue,0.0
483.0,161,queue_snapshot,,,,,,W_queue,1.0
483.0,161,class_snapshot,,,truck,,,,2.0
483.0,161,class_snapshot,,,car,,,,1.0
